words@spm1955m	@spm1955m	106.725	106.994	меня
words@spm1955m	@spm1955m	106.994	107.263	/
words@spm1955m	@spm1955m	107.263	107.532	ну
words@spm1955m	@spm1955m	107.532	107.801	собственно
words@spm1955m	@spm1955m	107.801	108.07	врачи
words@spm1955m	@spm1955m	108.07	108.339	так
words@spm1955m	@spm1955m	108.339	108.608	и
words@spm1955m	@spm1955m	108.608	108.877	говорили
words@spm1955m	@spm1955m	108.877	109.146	что
words@spm1955m	@spm1955m	109.146	109.415	либо
words@spm1955m	@spm1955m	109.415	109.684	у
words@spm1955m	@spm1955m	109.684	109.953	него
words@spm1955m	@spm1955m	109.953	110.222	к
words@spm1955m	@spm1955m	110.222	110.491	восемнадцати
words@spm1955m	@spm1955m	110.491	110.76	годам
words@spm1955m	@spm1955m	110.76	111.029	как-то
words@spm1955m	@spm1955m	111.029	111.298	вот
words@spm1955m	@spm1955m	111.298	111.567	/
words@spm1955m	@spm1955m	111.567	111.836	чето
words@spm1955m	@spm1955m	111.836	112.105	пройдет
words@spm1955m	@spm1955m	112.105	112.374	то
words@spm1955m	@spm1955m	112.374	112.643	либо
words@spm1955m	@spm1955m	112.643	112.912	вот
words@spm1955m	@spm1955m	112.912	113.181	он
words@spm1955m	@spm1955m	113.181	113.45	/
words@spm1955m	@spm1955m	113.45	113.719	ну
words@spm1955m	@spm1955m	113.719	113.988	скорее
words@spm1955m	@spm1955m	113.988	114.257	всего
words@spm1955m	@spm1955m	114.257	114.526	конечно
words@spm1955m	@spm1955m	114.526	114.795	он
words@spm1955m	@spm1955m	114.795	115.064	не
words@spm1955m	@spm1955m	115.064	115.333	доживет
words@spm1955m	@spm1955m	115.333	115.602	до
words@spm1955m	@spm1955m	115.602	115.871	восемнадцати
words@spm1955m	@spm1955m	115.871	116.14	лет
words@spm1955m	@spm1955m	116.14	116.409	/
words@spm1955m	@spm1955m	116.409	116.678	/
words@spm1955m	@spm1955m	116.678	116.947	я
words@spm1955m	@spm1955m	116.947	117.216	дожил
words@spm1955m	@spm1955m	117.216	117.485	/
words@spm1955m	@spm1955m	117.485	117.754	и
words@spm1955m	@spm1955m	117.754	118.07	да
words@spm1955m	@spm1955m	122.689	122.911	вы
words@spm1955m	@spm1955m	122.911	123.133	знаете
words@spm1955m	@spm1955m	123.133	123.355	я
words@spm1955m	@spm1955m	123.355	123.577	был
words@spm1955m	@spm1955m	123.577	123.799	очень
words@spm1955m	@spm1955m	123.799	124.021	непоседливым
words@spm1955m	@spm1955m	124.021	124.243	ребенком
words@spm1955m	@spm1955m	124.243	124.465	то
words@spm1955m	@spm1955m	124.465	124.687	есть
words@spm1955m	@spm1955m	124.687	124.909	в
words@spm1955m	@spm1955m	124.909	125.131	обычные
words@spm1955m	@spm1955m	125.131	125.353	это
words@spm1955m	@spm1955m	125.353	125.575	самое
words@spm1955m	@spm1955m	125.575	125.797	бытовые
words@spm1955m	@spm1955m	125.797	126.019	совершенно
words@spm1955m	@spm1955m	126.019	126.241	/
words@spm1955m	@spm1955m	126.241	126.463	вот
words@spm1955m	@spm1955m	126.463	126.685	там
words@spm1955m	@spm1955m	126.685	126.907	как-то
words@spm1955m	@spm1955m	126.907	127.129	все
words@spm1955m	@spm1955m	127.129	127.351	время
words@spm1955m	@spm1955m	127.351	127.573	мне
words@spm1955m	@spm1955m	127.573	127.795	не
words@spm1955m	@spm1955m	127.795	128.017	везло
words@spm1955m	@spm1955m	128.017	128.239	/
words@spm1955m	@spm1955m	128.239	128.461	вот
words@spm1955m	@spm1955m	128.461	128.683	то
words@spm1955m	@spm1955m	128.683	128.905	упадешь
words@spm1955m	@spm1955m	128.905	129.127	там
words@spm1955m	@spm1955m	129.127	129.349	головой
words@spm1955m	@spm1955m	129.349	129.571	/
words@spm1955m	@spm1955m	129.571	129.793	то
words@spm1955m	@spm1955m	129.793	130.015	там
words@spm1955m	@spm1955m	130.015	130.237	вот
words@spm1955m	@spm1955m	130.237	130.459	именно
words@spm1955m	@spm1955m	130.459	130.681	в
words@spm1955m	@spm1955m	130.681	130.903	таких
words@spm1955m	@spm1955m	130.903	131.125	вот
words@spm1955m	@spm1955m	131.125	131.347	в
words@spm1955m	@spm1955m	131.347	131.569	таких
words@spm1955m	@spm1955m	131.569	131.791	бытовых
words@spm1955m	@spm1955m	131.791	132.013	не
words@spm1955m	@spm1955m	132.013	132.235	в
words@spm1955m	@spm1955m	132.235	132.457	драках
words@spm1955m	@spm1955m	132.457	132.679	ни
words@spm1955m	@spm1955m	132.679	132.901	в
words@spm1955m	@spm1955m	132.901	133.123	каких
words@spm1955m	@spm1955m	133.123	133.345	а
words@spm1955m	@spm1955m	133.345	133.567	именно
words@spm1955m	@spm1955m	133.567	133.789	вот
words@spm1955m	@spm1955m	133.789	134.011	так
words@spm1955m	@spm1955m	134.011	134.233	вот
words@spm1955m	@spm1955m	134.233	134.455	в
words@spm1955m	@spm1955m	134.455	134.677	бытовых
words@spm1955m	@spm1955m	134.677	134.899	/
words@spm1955m	@spm1955m	134.899	135.121	/
words@spm1955m	@spm1955m	135.121	135.343	вещах
words@spm1955m	@spm1955m	135.343	135.565	вот
words@spm1955m	@spm1955m	135.565	135.787	да
words@spm1955m	@spm1955m	135.787	136.009	#нрзб#
words@spm1955m	@spm1955m	136.009	136.231	двенадцать
words@spm1955m	@spm1955m	136.231	136.453	сотрясений
words@spm1955m	@spm1955m	136.453	136.675	у
words@spm1955m	@spm1955m	136.675	136.897	меня
words@spm1955m	@spm1955m	136.897	137.183	было
words@spm1955m	@spm1955m	140.112	140.421	ну
words@spm1955m	@spm1955m	140.421	140.73	не
words@spm1955m	@spm1955m	140.73	141.039	знаю
words@spm1955m	@spm1955m	141.039	141.348	вам
words@spm1955m	@spm1955m	141.348	141.657	судить
words@spm1955m	@spm1955m	141.657	141.971	#смеется#
words@spm1955m	@spm1955m	145.066	145.352	обладал
words@spm1955m	@spm1955m	145.352	145.638	/
words@spm1955m	@spm1955m	145.638	145.924	вот
words@spm1955m	@spm1955m	145.924	146.21	когда
words@spm1955m	@spm1955m	146.21	146.496	вот
words@spm1955m	@spm1955m	146.496	146.782	да
words@spm1955m	@spm1955m	146.782	147.068	вот
words@spm1955m	@spm1955m	147.068	147.354	этот
words@spm1955m	@spm1955m	147.354	147.64	момент
words@spm1955m	@spm1955m	147.64	147.926	был
words@spm1955m	@spm1955m	147.926	148.212	/
words@spm1955m	@spm1955m	148.212	148.498	что
words@spm1955m	@spm1955m	148.498	148.784	в
words@spm1955m	@spm1955m	148.784	149.07	детстве
words@spm1955m	@spm1955m	149.07	149.356	обладал
words@spm1955m	@spm1955m	149.356	149.642	феноменальной
words@spm1955m	@spm1955m	149.642	149.928	памятью
words@spm1955m	@spm1955m	149.928	150.214	ээ
words@spm1955m	@spm1955m	150.214	150.5	/
words@spm1955m	@spm1955m	150.5	150.786	то
words@spm1955m	@spm1955m	150.786	151.072	есть
words@spm1955m	@spm1955m	151.072	151.358	вот
words@spm1955m	@spm1955m	151.358	151.644	любой
words@spm1955m	@spm1955m	151.644	151.93	отрывок
words@spm1955m	@spm1955m	151.93	152.216	практически
words@spm1955m	@spm1955m	152.216	152.502	э
words@spm1955m	@spm1955m	152.502	152.788	/
words@spm1955m	@spm1955m	152.788	153.074	практически
words@spm1955m	@spm1955m	153.074	153.36	любого
words@spm1955m	@spm1955m	153.36	153.646	размера
words@spm1955m	@spm1955m	153.646	153.932	который
words@spm1955m	@spm1955m	153.932	154.218	#нрзб#
words@spm1955m	@spm1955m	154.218	154.504	не
words@spm1955m	@spm1955m	154.504	154.79	читали
words@spm1955m	@spm1955m	154.79	155.076	я
words@spm1955m	@spm1955m	155.076	155.362	его
words@spm1955m	@spm1955m	155.362	155.648	мог
words@spm1955m	@spm1955m	155.648	155.934	повторить
words@spm1955m	@spm1955m	155.934	156.22	/
words@spm1955m	@spm1955m	156.22	156.506	но
words@spm1955m	@spm1955m	156.506	156.792	в
words@spm1955m	@spm1955m	156.792	157.078	результате
words@spm1955m	@spm1955m	157.078	157.364	этих
words@spm1955m	@spm1955m	157.364	157.65	сотрясений
words@spm1955m	@spm1955m	157.65	157.936	память
words@spm1955m	@spm1955m	157.936	158.222	/
words@spm1955m	@spm1955m	158.222	158.508	у
words@spm1955m	@spm1955m	158.508	158.794	меня
words@spm1955m	@spm1955m	158.794	159.08	стала
words@spm1955m	@spm1955m	159.08	159.366	просто
words@spm1955m	@spm1955m	159.366	159.652	хорошая
words@spm1955m	@spm1955m	159.652	159.938	ну
words@spm1955m	@spm1955m	159.938	160.224	и
words@spm1955m	@spm1955m	160.224	160.51	/
words@spm1955m	@spm1955m	160.51	160.796	слава
words@spm1955m	@spm1955m	160.796	161.082	богу
words@spm1955m	@spm1955m	161.082	161.368	/
words@spm1955m	@spm1955m	161.368	161.654	нафиг
words@spm1955m	@spm1955m	161.654	161.94	она
words@spm1955m	@spm1955m	161.94	162.28	нужна
words@spm1955m	@spm1955m	162.28	162.816	
words@spm1955m	@spm1955m	165.478	165.727	нет
words@spm1955m	@spm1955m	165.727	165.976	нет
words@spm1955m	@spm1955m	165.976	166.225	мне
words@spm1955m	@spm1955m	166.225	166.474	вот
words@spm1955m	@spm1955m	166.474	166.723	читали
words@spm1955m	@spm1955m	166.723	166.972	отрывок
words@spm1955m	@spm1955m	166.972	167.221	/
words@spm1955m	@spm1955m	167.221	167.47	на
words@spm1955m	@spm1955m	167.47	167.719	слух
words@spm1955m	@spm1955m	167.719	167.968	и
words@spm1955m	@spm1955m	167.968	168.217	я
words@spm1955m	@spm1955m	168.217	168.466	его
words@spm1955m	@spm1955m	168.466	168.715	мог
words@spm1955m	@spm1955m	168.715	168.964	повторить
words@spm1955m	@spm1955m	168.964	169.213	но
words@spm1955m	@spm1955m	169.213	169.462	щас
words@spm1955m	@spm1955m	169.462	169.711	я
words@spm1955m	@spm1955m	169.711	169.96	уже
words@spm1955m	@spm1955m	169.96	170.209	не
words@spm1955m	@spm1955m	170.209	170.458	могу
words@spm1955m	@spm1955m	170.458	170.707	не
words@spm1955m	@spm1955m	170.707	170.956	надо
words@spm1955m	@spm1955m	170.956	171.205	этих
words@spm1955m	@spm1955m	171.205	171.454	экспериментов
words@spm1955m	@spm1955m	171.454	171.703	если
words@spm1955m	@spm1955m	171.703	171.952	вы
words@spm1955m	@spm1955m	171.952	172.201	там
words@spm1955m	@spm1955m	172.201	172.45	держите
words@spm1955m	@spm1955m	172.45	172.699	память
words@spm1955m	@spm1955m	172.699	172.948	у
words@spm1955m	@spm1955m	172.948	173.197	меня
words@spm1955m	@spm1955m	173.197	173.446	стала
words@spm1955m	@spm1955m	173.446	173.695	просто
words@spm1955m	@spm1955m	173.695	173.944	обычная
words@spm1955m	@spm1955m	173.944	174.21	#смеется#
words@spm1955m	@spm1955m	187.6	188.403	#вздыхает#
words@spm1955m	@spm1955m	189.225	189.595	ну
words@spm1955m	@spm1955m	189.595	189.965	в
words@spm1955m	@spm1955m	189.965	190.335	школе
words@spm1955m	@spm1955m	190.335	190.705	я
words@spm1955m	@spm1955m	190.705	191.075	вел
words@spm1955m	@spm1955m	191.075	191.445	там
words@spm1955m	@spm1955m	191.445	191.815	/
words@spm1955m	@spm1955m	191.815	192.185	за
words@spm1955m	@spm1955m	192.185	192.555	/
words@spm1955m	@spm1955m	192.555	192.925	преподавателя
words@spm1955m	@spm1955m	192.925	193.295	зачастую
words@spm1955m	@spm1955m	193.295	193.665	уроки
words@spm1955m	@spm1955m	193.665	194.035	да
words@spm1955m	@spm1955m	194.035	194.405	по
words@spm1955m	@spm1955m	194.405	194.775	математике
words@spm1955m	@spm1955m	194.775	195.145	это
words@spm1955m	@spm1955m	195.145	195.515	было
words@spm1955m	@spm1955m	195.515	195.885	/
words@spm1955m	@spm1955m	195.885	196.255	/
words@spm1955m	@spm1955m	196.255	196.625	там
words@spm1955m	@spm1955m	196.625	196.995	олимпиады
words@spm1955m	@spm1955m	196.995	197.365	/
words@spm1955m	@spm1955m	197.365	197.735	/
words@spm1955m	@spm1955m	197.735	198.105	различные
words@spm1955m	@spm1955m	198.105	198.475	то
words@spm1955m	@spm1955m	198.475	198.845	есть
words@spm1955m	@spm1955m	198.845	199.215	мне
words@spm1955m	@spm1955m	199.215	199.585	математика
words@spm1955m	@spm1955m	199.585	199.955	ну
words@spm1955m	@spm1955m	199.955	200.325	вы
words@spm1955m	@spm1955m	200.325	200.695	знаете
words@spm1955m	@spm1955m	200.695	201.065	я
words@spm1955m	@spm1955m	201.065	201.435	в
words@spm1955m	@spm1955m	201.435	201.805	общем-то
words@spm1955m	@spm1955m	201.805	202.175	математику
words@spm1955m	@spm1955m	202.175	202.545	физику
words@spm1955m	@spm1955m	202.545	202.915	/
words@spm1955m	@spm1955m	202.915	203.285	мне
words@spm1955m	@spm1955m	203.285	203.655	это
words@spm1955m	@spm1955m	203.655	204.025	нравилось
words@spm1955m	@spm1955m	204.025	204.395	/
words@spm1955m	@spm1955m	204.395	204.765	но
words@spm1955m	@spm1955m	204.765	205.135	/
words@spm1955m	@spm1955m	205.135	205.527	/
words@spm1955m	@spm1955m	206.787	207.158	уже
words@spm1955m	@spm1955m	207.158	207.529	к
words@spm1955m	@spm1955m	207.529	207.9	первому
words@spm1955m	@spm1955m	207.9	208.271	курсу
words@spm1955m	@spm1955m	208.271	208.642	/
words@spm1955m	@spm1955m	208.642	209.013	я
words@spm1955m	@spm1955m	209.013	209.384	охладел
words@spm1955m	@spm1955m	209.384	209.755	к
words@spm1955m	@spm1955m	209.755	210.126	математике
words@spm1955m	@spm1955m	210.126	210.497	физике
words@spm1955m	@spm1955m	210.497	210.868	/
words@spm1955m	@spm1955m	210.868	211.239	/
words@spm1955m	@spm1955m	211.239	211.61	мне
words@spm1955m	@spm1955m	211.61	211.981	это
words@spm1955m	@spm1955m	211.981	212.352	перестало
words@spm1955m	@spm1955m	212.352	212.723	нравиться
words@spm1955m	@spm1955m	212.723	213.094	/
words@spm1955m	@spm1955m	213.094	213.465	но
words@spm1955m	@spm1955m	213.465	213.836	вот
words@spm1955m	@spm1955m	213.836	214.207	я
words@spm1955m	@spm1955m	214.207	214.578	/
words@spm1955m	@spm1955m	214.578	214.956	/
words@spm1955m	@spm1955m	216.183	216.435	не
words@spm1955m	@spm1955m	216.435	216.687	помню
words@spm1955m	@spm1955m	216.687	216.939	где-нибудь
words@spm1955m	@spm1955m	216.939	217.191	рассказывал
words@spm1955m	@spm1955m	217.191	217.443	или
words@spm1955m	@spm1955m	217.443	217.695	нет
words@spm1955m	@spm1955m	217.695	217.947	но
words@spm1955m	@spm1955m	217.947	218.199	вообще
words@spm1955m	@spm1955m	218.199	218.451	я
words@spm1955m	@spm1955m	218.451	218.703	мечтал
words@spm1955m	@spm1955m	218.703	218.955	/
words@spm1955m	@spm1955m	218.955	219.207	у
words@spm1955m	@spm1955m	219.207	219.459	меня
words@spm1955m	@spm1955m	219.459	219.711	интересно
words@spm1955m	@spm1955m	219.711	219.963	с
words@spm1955m	@spm1955m	219.963	220.215	этой
words@spm1955m	@spm1955m	220.215	220.467	математикой
words@spm1955m	@spm1955m	220.467	220.719	физикой
words@spm1955m	@spm1955m	220.719	220.971	история
words@spm1955m	@spm1955m	220.971	221.223	получилась
words@spm1955m	@spm1955m	221.223	221.475	я
words@spm1955m	@spm1955m	221.475	221.727	/
words@spm1955m	@spm1955m	221.727	222.0	/
words@spm1955m	@spm1955m	223.182	223.412	в
words@spm1955m	@spm1955m	223.412	223.642	детстве
words@spm1955m	@spm1955m	223.642	223.872	мечтал
words@spm1955m	@spm1955m	223.872	224.102	поступить
words@spm1955m	@spm1955m	224.102	224.332	в
words@spm1955m	@spm1955m	224.332	224.562	физтех
words@spm1955m	@spm1955m	224.562	224.792	/
words@spm1955m	@spm1955m	224.792	225.022	вот
words@spm1955m	@spm1955m	225.022	225.252	все
words@spm1955m	@spm1955m	225.252	225.482	время
words@spm1955m	@spm1955m	225.482	225.712	/
words@spm1955m	@spm1955m	225.712	225.942	/
words@spm1955m	@spm1955m	225.942	226.172	то
words@spm1955m	@spm1955m	226.172	226.402	есть
words@spm1955m	@spm1955m	226.402	226.632	у
words@spm1955m	@spm1955m	226.632	226.862	меня
words@spm1955m	@spm1955m	226.862	227.092	была
words@spm1955m	@spm1955m	227.092	227.322	мечта
words@spm1955m	@spm1955m	227.322	227.552	/
words@spm1955m	@spm1955m	227.552	227.782	да
words@spm1955m	@spm1955m	227.782	228.012	Физтех
words@spm1955m	@spm1955m	228.012	228.242	вот
words@spm1955m	@spm1955m	228.242	228.472	у
words@spm1955m	@spm1955m	228.472	228.702	меня
words@spm1955m	@spm1955m	228.702	228.932	была
words@spm1955m	@spm1955m	228.932	229.162	мечта
words@spm1955m	@spm1955m	229.162	229.392	но
words@spm1955m	@spm1955m	229.392	229.622	так
words@spm1955m	@spm1955m	229.622	229.852	как
words@spm1955m	@spm1955m	229.852	230.082	я
words@spm1955m	@spm1955m	230.082	230.312	был
words@spm1955m	@spm1955m	230.312	230.542	победителем
words@spm1955m	@spm1955m	230.542	230.772	всех
words@spm1955m	@spm1955m	230.772	231.002	на
words@spm1955m	@spm1955m	231.002	231.232	свете
words@spm1955m	@spm1955m	231.232	231.462	олимпиад
words@spm1955m	@spm1955m	231.462	231.692	то
words@spm1955m	@spm1955m	231.692	231.922	мне
